CompanyName,Location,Description,HyperLink
"Nola Film Logistics, LLC","New Orleans, Louisiana","9 room honeywagon: private rooms with TVs, AM/FM radio, private vanity & toilet areas, double rooms can be converted into production offices, plus 2 large crew bathrooms featuring vanities and large privacy stalls, 20KW generator, two central A/C units, jockey boxes with heaters to keep lines from…",https://www.productionhub.com/profiles/details/185984
Alford Media Services,"Coppell, Texas",We quickly assembled a small talented and professional staff dedicated to finding and delivering the best technical solutions with altruistic service to our valued clients. In the early nineties we staged the first ever multi-screen  presentation. We quickly found ourselves staging shows across the…,https://www.productionhub.com/profiles/details/126176
"Media Center, The","Rochester, New York","The Media Center's Sales and Rental department offers a array of equipment for theatre, film & video, special events
, meetings, and more! Our inventory includes lighting fixtures, special effects, intelligent lighting systems,
 cable and distribution systems, dimmer racks, control consoles, grip…",https://www.productionhub.com/profiles/details/152272
Alliance Digital Inc.,"New York, New York","Avid Systems:From a stand-alone Xpress Pro laptop, to a fleet of Symphony Nitris Suites sharing a Unity, and everything in between.  Digital Non-Linear Edit Systems: Whether you’re looking for affordability, versatility, power, or a combination of all three, we have a system to meet your needs.…",https://www.productionhub.com/profiles/details/247281
Angel Aerial Corporation,"Massapequa, New York","Angel Aerial is one of the preeminent suppliers of equipment to the NYC Film Production Industry. Specializing in box trucks, cube trucks, cars, lifts, scaffolding, portable commercial air conditioners and heaters, and myriad other services related to film and television production, Angel Aerial is…",https://www.productionhub.com/profiles/details/210837
"En-Vision Productions, Inc.","Laguna Hills, California","EnVision Productions is a full-service audio, video and live event production company located in Orange County, California. We are proud of our reputation, since 1986, of uncompromising quality in all areas of our operations. We feel this attitude is one of the most important factors in our…",https://www.productionhub.com/profiles/details/124379
Twentyfourseven A/S,"Copenhagen, Denmark","Twentyfourseven are the leading technical supplier and facility house in Scandinavia, and are specialists in the world of reality Tv.

Twentyfourseven have delivered recording equipment and technical solutions to more than 2000 hours of reality formats around the world, and have a long experience…",https://www.productionhub.com/profiles/details/217809
Edit System Rentals,"Burbank, California","offers complete Audio and Video Workstations for long and short term projects. With locations in San Francisco & San Diego, our services are also available for local projects in Orange County and Los Angeles or remote projects in other states. 

Our audio workstations feature Digidesign Pro Tools…",https://www.productionhub.com/profiles/details/154679
"Blair Communications, Inc.","Dallas, Texas","Blair Communications is an authorized Dealer for Motorola and Kenwood. We offer Sales Service and Rentals of wireless two way radio products.
Our Sales Department is staffed by knowledgeable personnel with experience in all aspects of two way radios including Licensing, site construction, UHF,…",https://www.productionhub.com/profiles/details/42528
"Alternative Video Solutions, Inc.","Minneapolis, Minnesota","Appeal to your audience with the visual impact of a videowall. We have monitors or projection cubes available in any configuration to meet your video solution needs. All equipment is available for rent or purchase. 

You can expect the best because we are videowall display specialists offering…",https://www.productionhub.com/profiles/details/48084
WCVE Richmond PBS,"Richmond, Virginia","We offer a full range of pre-production, production and post-production services to the broadcast, professional, educational and corporate end-user. Our studios, location production units and editing rooms are available for:

Teleconferences
Corporate Video
Commercials / PSA’s",https://www.productionhub.com/profiles/details/119386
Cam-A-Lot Rentals,"Johannesburg, South Africa","Cam-A-Lot Rentals supplies broadcast  and equipment to the television and corporate industry. We have a variety of , lights and sound equipment for hire, catering for all your needs. We are based in Johannesburg, the hub of the broadcast industry in South Africa. Check out our web site at…",https://www.productionhub.com/profiles/details/182192
VMI Audio & Visual Services,"St. Louis, Missouri","VMI Company of St. Louis is committed to providing our customers with the latest Professional and Broadcast Audio, Video, and Presentation Equipment available. From single camera sales, complete baord room design, to turn-key digital production suites, we bring highly-skilled System Engineers and…",https://www.productionhub.com/profiles/details/31084
Concert Audio Production,"Atlanta, Georgia","Concert Audio Productions, also know as ConcertAudio and Concertaudio.com. services include Audio Rental Services, Portable outdoor stage rentals, production roofs, and Truss lighting rigs. We are an Event Production and rental company Our services include Event Rentals for Live Events, concerts…",https://www.productionhub.com/profiles/details/140412
"Allstar Show Industries, Inc.","Edmonton, Alberta","Allstar Show Industries is a qualified manufacturer's warranty repair depot for the products we sell. We offer a complete in-house electronic repair centre, as well as on-site repair, equipment modification and maintenance services by trained and experienced technicians.",https://www.productionhub.com/profiles/details/143962
"Ashley Productions, LLC","Riverside, California",We often take on projects brought to us by independent filmmakers where a partial production package is already in place. They come to us to fill in whatever elements are missing. Sometimes that's finding a cast. Sometimes it's finding crew. Sometimes it's getting equipment. Sometimes they're first…,https://www.productionhub.com/profiles/details/142998
Star Street Video,"London, United Kingdom","Star Street Video Ltd has been at the forefront in the supply of location camera equipment, skilled crews, technicians and support staff to the broadcast industry and corporate video producers since the early 1980’s.

We offer an unmatched level of service and value to our customers. All of our…",https://www.productionhub.com/profiles/details/133837
B & D Equipment,"Magnolia, Arkansas","B & D Equipment sales and rents used equipment at fair prices to everyone.    We buy and trade used equipment, giving top dollar for quality dozers, backhoes, graders, and farm tractors. If you are looking for quality used equipment this is the place.",https://www.productionhub.com/profiles/details/150129
"International Rigging, Inc.","Agoura Hills, California","International Rigging Inc is an established entertainment industry company providing Structural engineering Support, Equipment Rental, Event planning, Creative structural design, Project management, Aerial Rigging and Special Effects, to Architects, Designers, Artists, TV & Film Production…",https://www.productionhub.com/profiles/details/140320
Michael Andrews Audio Visual,"New York, New York","At Michael Andrews, we consider ourselves virtual business partners with our clients and have a vested interest in the success of each individual event.

Our Philosophy: To provide every client with the highest quality solution to their project’s unique specifications.

Our Ambition: To develop…",https://www.productionhub.com/profiles/details/31096
Action Video Productions,"Anchorage, Alaska","Established in 1984 in Anchorage, Alaska by owner/operator Karl Augestad, Action Video Productions has grown to serve thousands of clients worldwide.

Our staff of skilled technicians help our customers in all areas of video production and multimedia. We're here to help you in the various areas…",https://www.productionhub.com/profiles/details/143961
Nomadic Display,"Springfield, Virginia","Perhaps best known for inventing pop-up technology over thirty years ago, today we help businesses like yours produce dynamic selling environments that maximize their face-to-face marketing programs. We blend custom built style with the savings benefits of lighter weight to help you dramatically…",https://www.productionhub.com/profiles/details/133922
Intavision Productions,"Miami, Florida","Full production company.
Production / managment.
Sports production services. Remote Trucks. Up link.
News / Press Junket / Corporate Video
SD / HD / Digital Cinema.
Live TV Production
Red One / Cinealta F 900
Jimmy Jib / Steady Cam
Super Slowmotion / EVS

Clients:
The Communications…",https://www.productionhub.com/profiles/details/146946
"Camera Service Center, Inc - Florida","Fort Lauderdale, Florida","'Our goal is to provide our customers with the highest
quality  systems available from ARRI, says Ed Stamm. We have assembled
a staff of ARRI factory trained technicians to insure that our rental
inventory is in impeccable condition for every job. We will organize monthly
seminars on subjects…",https://www.productionhub.com/profiles/details/131587
Stratton Camera Inc.,"Farmington Hills, Michigan",Announcing the arrival of the P+S Technik Pro35 Digital adapter! This merging of film and digital technology will finally give the cinematographer familiar lens choices when shooting video. All the optical characteristics of 35mm film optics now apply to 2/3' video. We are currently shooting test…,https://www.productionhub.com/profiles/details/42076
Pro Photo Supply,"Portland, Oregon","Serving professionals and enthusiasts since 1983, Pro Photo Supply offers an extensive selection of new and used photography equipment to rent or buy and the finest photographic supplies available, including computers, film & digital cameras, video, lenses, lighting, tripods, printers, and darkroom…",https://www.productionhub.com/profiles/details/129251
"Steeldeck, Inc.","Los Angeles, California","We are a company dedicated to providing the best value staging equipment and service to anyone needing a stage platform or riser . . . whether for a live event, a concert, a movie, a commercial, a school play, or to land a helicopter. Our goal is your satisfaction.",https://www.productionhub.com/profiles/details/54123
A to Z Theatrical Supply and Service,"Kansas City, Missouri","A to Z Theatrical is committed to selling the
highest quality theatrical products in the midwest.
We offer a variety of theatrical supplies and services
for all theatrical applications.",https://www.productionhub.com/profiles/details/49377
"Burlington A/V Recording Media, Inc.","Oceanside, New York","Burlington A/V Recording Media is the world''s largest distributor of professional recording formats, equipment and accessories. For over three decades we''ve been serving the broadcast, audio, video and data industries. At Burlington, the way we do business is with our customer''s needs in mind.…",https://www.productionhub.com/profiles/details/14414
AVI Staging Technology Group,"Cincinnati, Ohio","AVI Staging Technology Group is your reliable event partner that provides exceptional audio, visual and illumination systems. AVI STG raises the bar and transforms really good events into unforgettable ones – from small intimate meetings to large arena shows.  

AVI Staging Technology Group is a…",https://www.productionhub.com/profiles/details/141900
Joe Sutherland Rentals,"Toronto, Ontario","Joe Sutherland Rentals located at the Don Valley and the Gardener Express Way carries a large inventory of SD and HD  for hire or rent. 

We have the largest inventory of XDCam and XDCam HD  in Canada as well as HDCam and HDPro equipment.",https://www.productionhub.com/profiles/details/167189
Lens & Repro Equipment Corp.,"New York, New York",Diverse rental department and extensive selection of professional & collectible new & used equipment.,https://www.productionhub.com/profiles/details/109743
Pyramid Films,"Sun Valley, California","Pyramid Films owns a million dollars in inventory. All reconditioned and sold with a 30 day warranty.

Our inventory changes on a weekly basis. New and used equipment is always arriving. So please check back often.",https://www.productionhub.com/profiles/details/134020
Bros Films Produções Artísticas Ltda.,"Rio de Janeiro, Brazil","Our company has many experienced freelancers in the market and with fluency in key languages​​, designed to serve all areas related to video production, movies, TV commercials, broadcasting services, writers, cinematographers, casting directors, and post-production. 
We have available a list of…",https://www.productionhub.com/profiles/details/221551
A to B Rentals,"Chicago, Illinois","A to B rentals now operates from a 6,000 square foot warehouse and offers 105 different items and an inventory of over 4,000 pieces. You will appreciate our extensive and unique inventory at reasonable rates and enjoy our attentive and informed service. Let us help make all your events special.",https://www.productionhub.com/profiles/details/27169
Action Video Productions - Alaska,"Anchorage, Alaska","Serving Alaska since 1984 in single and multi- video production.  AV equipment provider, Videotape to , Digital Copies from /tapes and media files, CD/ duplication specialist,",https://www.productionhub.com/profiles/details/195723
"Prime Light, Inc.","Overland Park, Kansas","Packages
Grip 
Electrical 
Quartz 
Ltm Hmi 

Extras
Elemack Dolly 
Alturdyne Generator 
Additional Lighting 
Additional Grip 
Arri Softbank Kit 
K 5600 Joker Kit",https://www.productionhub.com/profiles/details/20957
Core Pictures Inc.,"Dallas, Texas","I am comfortable shooting....
all forms of 35mm film and high definition productions on stage and location. I have extensive experience in automotive advertising, aerial photography, hand-held live events, and corporate/non-profit projects.

I work fast, stay on budget, and welcome suggestions;…",https://www.productionhub.com/profiles/details/175380
"Advanced Lighting & Production Services, Inc.","Randolph, Massachusetts","ALPS, is one of New England's most comprehensive sources
for theatrical lighting and effects. As a full service organization, ALPS has earned an excellent reputation in the industry not only from our diverse and vast inventory, but from the outstanding support system of our staff. Our team of…",https://www.productionhub.com/profiles/details/127406
Global Market Productions,"Portland, Oregon",Global Market Productions has the experience needed to make your video production the highest quality product possible. We transform your unique concepts into reality with professional video production equipment and filming techniques. Our video editors utilize industry standard software and…,https://www.productionhub.com/profiles/details/192467
Showtech Productions,"Dallas, Texas","Showtech Productions is a full service audio visual production and equipment rental company serving Dallas, TX and the rest of the US for over 14 years. Our goal is to supply the best equipment with the best service for your event at the right price.

We specialize in turn-key production…",https://www.productionhub.com/profiles/details/225651
Zenith Lighting Inc,"Orlando, Florida","Zenith Lighting is a premier Event Producer based in Orlando Florida.With over 25-years experience in all aspects of the lighting business, we offer our clients unparalleled service. Whether you are looking to purchase or rent a complete turnkey solution or simply looking for inventory…",https://www.productionhub.com/profiles/details/195170
ITA - HeadQuarters,"Cincinnati, Ohio","Technology to Customize Your Meeting Space
Whether you need a single projector or screen for your meeting, an extensive audio visual system for your training facility or updated presentation capabilities for your boardroom, count on our sales and installation staff  to customize a solution that…",https://www.productionhub.com/profiles/details/136660
"CTL Electronics, Inc.","New York, New York","Chi-Tien Lui, the president of CTL Electronics came to the U.S. a 19 year-old electrician from Chungking, China. He continued his studies at a variety of institutions: The RCA Training Institute in New York; Utah State University in Logan, Utah; and the Brooklyn Polytechnic Institute in Brooklyn,…",https://www.productionhub.com/profiles/details/31093
Bimini Sound,"Wilmington, North Carolina","Credits:  Georgia/Paradise Falls/An Invited Guest/Hellblock-
13/Other Voices, Other Rooms/Mother of the River/White Squall/That Darn Cat/My Fellow Americans/Something to Talk
About",https://www.productionhub.com/profiles/details/20089
"In Concert Productions, Inc.","Smyrna, Georgia","For 25 years, ICP has provided sound systems, stage lighting, stages and roofs, backline, and basic video equipment to corporate, entertainment and special event clients.",https://www.productionhub.com/profiles/details/145385
Photography Studio For Rent,"Orlando, Florida",We are a full service Photography Studio in Orlando Florida. What makes our studio unique is its location on the Universal Studios backlot production facility. Our studio is for rent to other talented photographers with full Profoto Reflectors lighting and Videssence florescent lighting.  Macpro…,https://www.productionhub.com/profiles/details/222166
Skytracking,"Edison, New Jersey","Canopies/Awnings/Tents/Tables/Chairs/China/Red Carpet/Staging Ropes and Stanchions. We have just about every type of special event equipment you would need to rent - large tents to small canopies, fine china, glassware and silverware, barbecue equipment, tables, chairs, linens, lighting, party…",https://www.productionhub.com/profiles/details/109757
AVPartner,"Norcross, Georgia","es, you can purchase our audio-visual technolog online just like any online store.

But what we provide in terms of fanatical customer service, is a whole lot more. We understand that LCD projector technology, interactive whiteboards and audio-visual accessory technologies can be a little…",https://www.productionhub.com/profiles/details/133920
Mosquito Post,"Minneapolis, Minnesota","Mosquito Post in Minneapolis, MN is a private company categorized under Video Production and Taping Service. Current estimates show this company has an annual revenue of $500,000 to $1 million and employs a staff of approximately 1 to 4. Companies like Mosquito Post usually offer: Digital Video…",https://www.productionhub.com/profiles/details/49290
Audio Visual Innovations - Tallahassee,"Tallahassee, Florida","The presentation technology leader for 25 years! AV System Design & Integration, Consulting, Creative Show Services, Rental, Event Staging & Production, Sales, Repair & Extended Warranty",https://www.productionhub.com/profiles/details/139168
"Studio Instrument Rentals, Inc. - Los Angeles","Hollywood, California","Studio Instrument Rentals (SIR) is America's original backline company and continues to be the industry leader in all phases of the entertainment business. We have successfully exceeded our customer's expectations by providing innovative solutions for artists and their music since 1967.

With…",https://www.productionhub.com/profiles/details/113013
Habegger,"Regensdorf, Switzerland","Habegger AG has been dedicated to creating immersive events for over 30 years. Companies, marketing agencies and event agencies as well as exhibit designer have relied in the expertise and capabillities of Habegger. Every year the Habegger team, consisting of 140 employees completes about 1,500…",https://www.productionhub.com/profiles/details/282059
Moviola Digital - New York,"New York, New York","Your Total Solutions Provider for Production, Post, Editing and Education. Master stocking distributor of Video and Audio Tape Stock and Data Media products by Sony, Fuji, Maxell, Panasonic,Iomega, TDK, JVC, etc, as well as Digital storage products (hard drives) by Avid, RorkeData, and…",https://www.productionhub.com/profiles/details/42201
"Thalner Electronic Laboratory, Inc.","Ann Arbor, Michigan","TeL Systems has specialized in the design, installation and maintenance of educational, industrial and broadcast video and audio systems since 1965. We provide high quality AV and Video solutions for our clients by listening to their requests, evaluating their requirements and designing custom…",https://www.productionhub.com/profiles/details/42077
Cinetech,"Azusa, California",Cinetech is your source for gear related to the Canon XL2 camera. Please call or inquiry regarding accessories and other assorted items such as our Canon XL2 follow focus units and baseplates and rods. Cinetech has in stock Canon Xl2 matteboxes. Please call us at 626-969-6050 to buy equipment for…,https://www.productionhub.com/profiles/details/105200
Spinitar,"La Mirada, California","SPINITAR is an audio-visual systems integrator and equipment provider based in Southern California. For 16 years, we have provided clients in business, government and education with the best solutions in presentation products, integrated systems, A/V room design, engineering services,…",https://www.productionhub.com/profiles/details/30550
Phoenix-Showlaser / Phoenix Northamerica,"Coquitlam, British Columbia","Laser equipment rental of high-power Lasers, Green, RGB and others up to 30W of Laser power for the movie and entertainment industry.
Experience in the usage of Laser systems for special effects in over 10 movie productions.
 friendly flexible and highly professional.",https://www.productionhub.com/profiles/details/144447
Alpha Video & Audio,"Edina, Minnesota","Alpha Video & Audio, Inc. is a leading national integrator of visual communication solutions. Alpha Video specializes in the design and installation of products, systems and services for video and audio content creation, management and distribution.  

Since 1970, Alpha Video has been providing…",https://www.productionhub.com/profiles/details/30684
OUTPUT VIDEO,"Ypsilanti, Michigan","Video Production and Live Events.  Equipment Rental and services include Project Management, Audio, Lighting, Graphics, Teleprompter, Audio/Video Streaming, Projection, Video Engineering/Tech,  HD Cameras.",https://www.productionhub.com/profiles/details/177840
Vincent Lighting Systems - Cincinnati,"Erlanger, Kentucky","Founded in 1978, Vincent Lighting Systems (VLS) has offices in Cleveland, Cincinnati, Pittsburgh and a joint venture (Grand-Vincent) in Detroit. VLS provides theatrical, television and architectural lighting for a wide range of businesses including corporations, performing arts centers, educational…",https://www.productionhub.com/profiles/details/139618
Broadway Sound,"Knoxville, Tennessee","Broadway Sound: professional, licensed commercial sound contractor, full line combo music store, affordable sound and lighting rentals department, instrument lessons center, major repair center for top music and sound manufacturers, local concert venue. 

Established in 1967, Broadway Sound…",https://www.productionhub.com/profiles/details/146344
General Audio-Visual Inc. (GAVI),"Valley Stream, New York","Providing design, consultation, fabrication, installation and maintenance services for complex audiovisual systems.",https://www.productionhub.com/profiles/details/13908
Rock Bottom Rentals,"Los Angeles, California","Rockbottom Rentals is the # 1 communication rental company in the country for the Feature Film / TV industry. We offer Motorola walkies, Cell phones, WiFi Junxion Routers, MiFi’s, 4G Hot spots, USB Cards and Satellite phones. We also carry international cell phones that can save you up to 85% on…",https://www.productionhub.com/profiles/details/117512
Richmond Film Services,"Surrey, United Kingdom",Richmond Film Services have been sound hire specialists for over 25 years providing broadcast quality equipment to the film and television industry.  We have a vast range of sound equipment for hire and for sale.  We also boast a full workshop facility including cable repair and construction.,https://www.productionhub.com/profiles/details/176724
Redgate Rentals China,"Beijing, China","Redgate is China's premier digital cinema camera rental house. Located in Beijing we cater to the domestic and international film and TV industry. 

Camera inventory includes: EPIC, RED MX, ALEXA, PHANTOM, DLSR, etc.",https://www.productionhub.com/profiles/details/208821
Audio Video 4 Rent,"Los Angeles, California","Get your quote for your next MAC final cut Pro edit system, audio visual, lighting, PC computer, and 1080 p monitor rental fo productions or on site at Sundance, CES,  CableTV,  e3, e4everyone, Game Expos, Infocomm,  Siggraph, SEMA, AVN, Internext, National Expos, sports events and awards...more.…",https://www.productionhub.com/profiles/details/149475
"Shadowstone, Inc.","Clifton, New Jersey","hadowstone,Incorporated is a full-service provider of lighting equipment and services to the professional entertainment, media, and themed architectural markets. We offer far more than traditional equipment suppliers. In addition to systems, product sales, equipment rentals, and installation…",https://www.productionhub.com/profiles/details/131324
"Connecting Point Multimedia, Inc.","Arlington, Virginia","Connecting Point Multimedia not only provides intelligent display systems, but also all of the support services necessary to guarantee perfection from project inception to completion. As a result, our clients enjoy the peace of mind that comes from working with a single contact and a single,…",https://www.productionhub.com/profiles/details/136598
"Ford Audio - Video Systems, Inc.","Oklahoma City, Oklahoma","FAV Designs, Installs, Services, and Rents professional sound, video, lighting, and security systems.  Our primary focus is on engineered and installed systems which are bid as completed systems with customer training and warranty service.  FAV sells products from more than 300 manufacturers.",https://www.productionhub.com/profiles/details/42255
Neumann&Müller Rental,"Hamburg, Germany","We deliver quality that sets standards

As a high-end provider we stand for high quality implementation of corporate events, sporting and cultural events, live performances and TV shows through innovative event technology. Our know-how from over 30 years experience in the industry is already…",https://www.productionhub.com/profiles/details/282071
Matrix Visual Solutions - Las Vegas,"Las Vegas, Nevada","We are your one stop solution for all your event needs. From concept to completion, we can facilitate all your events from a small 20 person corporate retreat to a 10,000-person user conference or even a large venue concert at the Hollywood Bowl. Our commitment to you is to exceed your highest…",https://www.productionhub.com/profiles/details/116873
"Magnum Companies, Ltd., The","Atlanta, Georgia","Full service lighting rental, sales, service, and production company serving the corporate theatre, special event & entertainment industries.",https://www.productionhub.com/profiles/details/141347
"Hall Research Technologies, Inc.","Tustin, California","Since 1984 Hall Research Technologies has been manufacturing innovative Audio/Video and Automation products with exceptional quality and reliability in the United States.

Hall Research is a major designer and supplier of high-resolution video systems world-wide. Our equipment is used extensively…",https://www.productionhub.com/profiles/details/163255
Global Truss,"Los Angeles, California","Global Truss (formerly Stage Tools) originated over 10 years ago in Holland and now is available in the USA. We specialize in high quality, aluminum and steel general purpose lighting and stage trussing designed for live stages, theatres, night clubs, church installations mobile applications.

We…",https://www.productionhub.com/profiles/details/143975
Southern Events,"Franklin, Tennessee","Southern Events is a party and event rental company offering china, flatware, glassware, tables, chairs, linens, candelabras and much more. For information on the products and services we provide please browse through our website, or visit our showroom located in Historic Downtown Franklin,…",https://www.productionhub.com/profiles/details/153798
Arizona Cine Equipment,"Tucson, Arizona","Since 1972,  has provided Tucson, Phoenix, and the greater part of the Southwest with an insurmountable standard of service that is unbeatable.  We offer state of the art equipment, exceptional service, and industry knowledge.  We excel in complete coordination of:

Trade Show…",https://www.productionhub.com/profiles/details/171698
Simplemente Rentals,"Mexico City, Mexico","Simplemente offers production, postproduction and film&video equipment rental services.
Simplementes expertise is focused on Digital Cameras; such as Red One, Red Epic and Phantom HD.
We have very good deals with other rental companies, in order to satisfy every single need of our clients.",https://www.productionhub.com/profiles/details/211355
Interactive Vision Solutions,"New York, New York","Interactive Vision Solutions is a full service New York City Audio Visual and Computer equipment rental, repair, and AV consulting company that specializes in AV and computer equipment rentals, repairs, installations in NYC, lcd projector rentals NYC, projection screen rentals Manhattan, sound…",https://www.productionhub.com/profiles/details/202895
"Sound Video Solutions, Inc.","Cheektowaga, New York","We are a talented, energetic, and determined group of AV professionals with over 300 years combined industry experience. We are the largest and most experienced full service AV company in Western New York.",https://www.productionhub.com/profiles/details/136790
"Rigstar Rigging, Inc.","Hampden, Massachusetts","Manufacturing - Sales - Rental

Concert, stage, motion picture, trade show, and tour rigging

Design, installation & consulting & training",https://www.productionhub.com/profiles/details/53261
Allen Visual Systems,"Buffalo Grove, Illinois","Allen Visual Systems provides integrated multimedia presentation systems to the corporate, education and government market place. Specializing in sales, installation, service and rental of audio, audio-visual, video, videoconferencing and computer LCD, CRT and lightvalve display devices.",https://www.productionhub.com/profiles/details/27034
PRESS PROPS,"Toronto, Ontario","Toronto based , specializing in media prop rentals , catering to commercials , student  film makers , event's ,television series &,feature films .Renting DSLR cameras , professional  video cameras , microphones ,  Flashes ,receivers , transmitters , Mic cubes / flags  ,  mic gang rake & stands ,…",https://www.productionhub.com/profiles/details/274432
"dbV Rentals/dbVideo, LLC","Nashville, Tennessee","Broadcast/Cinema Video Equipment Rental House

Founder Doug Bates and his team of industry professionals give you the friendly customer service of a boutique while providing you with the resources of a major rental house. Conveniently located in the heart of Nashville, TN, dbVideo is for…",https://www.productionhub.com/profiles/details/241069
"Ver Sales, Inc.","Burbank, California","VER Sales carries literally thousands of items and products in stock, ready for immediate delivery. We stock all sizes of wire rope, aircraft cable, chain, and rope. 

VER Sales also carries a wide selection of rigging supplies and expendables used for the theatrical, manufacturing and…",https://www.productionhub.com/profiles/details/54461
Media Concepts,"Tulsa, Oklahoma","Now in our 25th year of serving the broadcast industry as a seller of pre-owned, B stock, demo, and new equipment.",https://www.productionhub.com/profiles/details/12316
Novalis,"Zagreb, Croatia","Production services  in Europe with focus on Croatia and Slovenia . Camera , Light and Grip Renatal in house.
We offer full range of production service including post production.",https://www.productionhub.com/profiles/details/213960
Hydroflex Inc.,"Los Angeles, California","HydroFlex, Inc., designs, builds and rents a wide range of underwater equipment tailored for the entertainment industry. For more than a decade, we have been developing new tools to make it easier ­ and safer ­ to take your productions underwater. In 1992 our SeaPar 1200W HMI, designed and built…",https://www.productionhub.com/profiles/details/13504
"Industrial Audio / Video, Inc.","Houston, Texas","Specializing in video production equipment, IAV rents the latest models from, SONY, JVC, PANASONIC, CANON, and other manufactures.

, players and recorders in SVHS, Digital S (D9), DVCAM, BetaSP and the various DV formats are available as well as new technologies as they develop.

The…",https://www.productionhub.com/profiles/details/26816
CEAVCO Rental and Staging,"Colorado Springs, Colorado","CEAVCO has 50 years experience providing audiovisual solutions for events, installations and equipment maintenance & repair. Family owned and locally operated, we partner with our clients to design and manage hundreds of events and system installations each year. We’re recognized locally and…",https://www.productionhub.com/profiles/details/135682
Affinity Productions,"Ottawa, Ontario","Video cameras, recorders and accessories rentals",https://www.productionhub.com/profiles/details/118059
Audio Excellence,"Albuquerque, New Mexico","New Mexico''s Leading Pro Audio Provider for Concert, Touring, Theatrical & Corporate Events.

Benefit from state of the art equipment:
JBL Vertec, Meyer, Yamaha, LAKE Contour, Crown.",https://www.productionhub.com/profiles/details/145247
VIVO Media Arts Centre,"Vancouver, British Columbia","VIVO Media Arts Centre is a not-for-profit access centre with A/V equipment, post-production and studio production facilities centrally located in Vancouver.  We have a small rental catalogue of cameras, lighting, mics, mixers, speakers and more.  We have post-production facilities and a small…",https://www.productionhub.com/profiles/details/207988
General Theatrical Supply,"Salt Lake City, Utah","Since 1975 our mission at General Theatrical Supply has been to provide you, our valued customer, with exceptional service and quality products.  We carry a large number of solutions for your theatrical, stage, film and motion picture needs.  Our company president is well versed in the marketplace…",https://www.productionhub.com/profiles/details/50833
Audio Visual Resources,"Peekskill, New York","Provider  of audio visual equipment rentals, as well as, production services with a focus on lighting and sound systems for corporate events, theatrical productions, parties and concerts.  Serving the New York metro area.",https://www.productionhub.com/profiles/details/135920
Media Fabricators Inc.,"Los Angeles, California","Media Fabricators, Inc. was started as an audio-visual service and installation company by Eugene L. Bibbins and Barry Fluster. The original company, conceived in 1970, was called Bargens Audio-Visual. In 1972, Barry Fluster and Eugene Bibbins incorporated the name Media Fabricators. 
From…",https://www.productionhub.com/profiles/details/30545
Tatou Rental,"Colombes, France","VIDEO PRODUCTS

. Sony HDC-1500 Studio/OB Fibre Cameras . RED ONE Cameras . Sony PDW-700 XDCAM HD CamCorder . Sony HDW-M2000, HDW-D2000 and HDW-1800 HDCAM Recorder . Sony SRW-5800, SRW-5000 and SRW-1 HDCAM SR Recorder . Sony HDW-900R, HDW-790 and HDW-750 HDCAM CamCorder . Panasonic AJ-HD1200,…",https://www.productionhub.com/profiles/details/282068
Red Cinema Rentals,"Los Angeles, California","Shoot your next project in full 4k resolution, on the RED .

We offer equipment and fully trained technicians to help you all the way through the production process. Our technicians have over a hundred years of combined experience in the industry and our rates are some of the most competitive in…",https://www.productionhub.com/profiles/details/171510
PRG (Production Resource Group) - Orlando,"Orlando, Florida","Whether you wish to rent a single piece of equipment on a dry hire basis or receive a sophisticated, turn-key solution involving lighting, audio, projection, scenery, automation, and related control elements, PRG can fulfill your needs.

Our commitment to service and our ability to continually…",https://www.productionhub.com/profiles/details/53107
Acme Corp. Production Services,"Milwaukee, Wisconsin","Full service theatrical equipment supplier featureing rental, sales and service of dimming, lighting, and stage  equipment, designs, fabricates and installs scenery, staging, lighting, rigging, and special effects for business theatre, architectural applications and special events. Theatrical…",https://www.productionhub.com/profiles/details/38446
Kimono Surf Studios,"Toronto, Ontario","Located in the heart of Toronto's Studio District (Logan and Dundas), Kimono Surf Studios is a small turn-key production studio, with a la carte equipment rental and HD Post.  Kimono's four spaces include studios, production offices, a fully equipped production prep kitchen and green rooms.  
Our…",https://www.productionhub.com/profiles/details/197975
Mitchell Video Production,"Boise, Idaho","Mitchell Video Production is located in Boise, Idaho.  We have been authorized dealers of the Casablanca line of editing systems since 2000.  We can sell the entire Casablanca line of video editing products anywhere in the USA. .  We carry the full line of MacroSystem products and we are also…",https://www.productionhub.com/profiles/details/131233
Atlanta HVX200 Rental,"Atlanta, Georgia","Atlanta HVX200 Rental provides everything you need to make small independent productions in Atlanta, Georgia. We provide audio visual rentals in Atlanta, Georgia including: HD video camera rental, sound equipment rental and lighting equipment rental.",https://www.productionhub.com/profiles/details/216534
Smart Computer Rentals,"Austin, Texas",Established in 1994 Smart Technology Rentals specializes in state of the art computer and audio visual rentals. For many years we have provided our services to hotels and corporate markets of all sizes throughout Texas. Within our primer is to provide the best quality computer and audio visual…,https://www.productionhub.com/profiles/details/146680
